"Meldejahr";"Meldewoche";"Altersgruppen.Inz";"Inzidenz";"Anzahl"
"2020";"12";"20-34";46,47;1166
"2020";"12";"35-59";50,62;2347
"2020";"12";"60-79";28,79;784
"2020";"12";"80+";25,86;215
"2020";"12";"Gesamt";36,71;4818
"2020";"13";"'05-09";16,42;96
"2020";"13";"'10-14";22,04;127
"2020";"13";"00-04";13,77;88
"2020";"13";"15-19";54,08;338
"2020";"13";"20-34";81,66;2049
"2020";"13";"35-59";86,17;3995
"2020";"13";"60-79";65,96;1796
"2020";"13";"80+";91,52;761
"2020";"13";"Gesamt";70,49;9251
"2020";"14";"'05-09";19,16;112
"2020";"14";"'10-14";27,77;160
"2020";"14";"00-04";16,9;108
"2020";"14";"15-19";57,28;358
"2020";"14";"20-34";86,44;2169
"2020";"14";"35-59";93,85;4351
"2020";"14";"60-79";86,3;2350
"2020";"14";"80+";151,89;1263
"2020";"14";"Gesamt";82,86;10875
"2020";"15";"'05-09";13,34;78
"2020";"15";"'10-14";14,93;86
"2020";"15";"00-04";11,27;72
"2020";"15";"15-19";41,6;260
"2020";"15";"20-34";59,74;1499
"2020";"15";"35-59";62,53;2899
"2020";"15";"60-79";58,5;1593
"2020";"15";"80+";132,17;1099
"2020";"15";"Gesamt";57,81;7588
"2020";"16";"'05-09";8,55;50
"2020";"16";"'10-14";14,23;82
"2020";"16";"00-04";7,67;49
"2020";"16";"15-19";26,24;164
"2020";"16";"20-34";37,14;932
"2020";"16";"35-59";36,95;1713
"2020";"16";"60-79";32,43;883
"2020";"16";"80+";102,59;853
"2020";"16";"Gesamt";36,01;4726
"2020";"17";"'05-09";5,47;32
"2020";"17";"'10-14";7,12;41
"2020";"17";"00-04";8,29;53
"2020";"17";"15-19";15,04;94
"2020";"17";"20-34";30,77;772
"2020";"17";"35-59";22,28;1033
"2020";"17";"60-79";19,02;518
"2020";"17";"80+";65,54;545
"2020";"17";"Gesamt";23,54;3089
"2020";"18";"'05-09";7,01;41
"2020";"18";"'10-14";5,73;33
"2020";"18";"00-04";5,32;34
"2020";"18";"15-19";8,32;52
"2020";"18";"20-34";18,61;467
"2020";"18";"35-59";12,6;584
"2020";"18";"60-79";10,03;273
"2020";"18";"80+";31,15;259
"2020";"18";"Gesamt";13,29;1744
"2020";"19";"'05-09";3,76;22
"2020";"19";"'10-14";5,55;32
"2020";"19";"00-04";3,6;23
"2020";"19";"15-19";7,84;49
"2020";"19";"20-34";13,11;329
"2020";"19";"35-59";9,51;441
"2020";"19";"60-79";7,6;207
"2020";"19";"80+";21,89;182
"2020";"19";"Gesamt";9,79;1285
"2020";"20";"'05-09";3,08;18
"2020";"20";"'10-14";1,74;10
"2020";"20";"00-04";2,97;19
"2020";"20";"15-19";5,28;33
"2020";"20";"20-34";11,52;289
"2020";"20";"35-59";8,67;402
"2020";"20";"60-79";5,88;160
"2020";"20";"80+";18,52;154
"2020";"20";"Gesamt";8,27;1085
"2020";"21";"'05-09";2,74;16
"2020";"21";"'10-14";2,95;17
"2020";"21";"00-04";4,07;26
"2020";"21";"15-19";2,88;18
"2020";"21";"20-34";9,52;239
"2020";"21";"35-59";5,85;271
"2020";"21";"60-79";3,93;107
"2020";"21";"80+";9,14;76
"2020";"21";"Gesamt";5,88;772
"2020";"22";"'05-09";3,25;19
"2020";"22";"'10-14";2,43;14
"2020";"22";"00-04";2,97;19
"2020";"22";"15-19";5,12;32
"2020";"22";"20-34";7,93;199
"2020";"22";"35-59";4,12;191
"2020";"22";"60-79";3,12;85
"2020";"22";"80+";7,46;62
"2020";"22";"Gesamt";4,74;622
