"Meldejahr";"Meldewoche";"Altersgruppen.Inz";"Inzidenz";"Anzahl"
"2020";"05";"'05-09";0;0
"2020";"05";"'10-14";0;0
"2020";"05";"00-04";0,16;1
"2020";"05";"15-19";0;0
"2020";"05";"20-34";0,12;3
"2020";"05";"35-59";0,06;3
"2020";"05";"60-79";0;0
"2020";"05";"80+";0;0
"2020";"05";"Gesamt";0,05;7
"2020";"06";"'05-09";0;0
"2020";"06";"'10-14";0;0
"2020";"06";"00-04";0,16;1
"2020";"06";"15-19";0;0
"2020";"06";"20-34";0,08;2
"2020";"06";"35-59";0,06;3
"2020";"06";"60-79";0;0
"2020";"06";"80+";0;0
"2020";"06";"Gesamt";0,05;6
"2020";"07";"'05-09";0;0
"2020";"07";"'10-14";0;0
"2020";"07";"00-04";0,16;1
"2020";"07";"15-19";0;0
"2020";"07";"20-34";0;0
"2020";"07";"35-59";0,04;2
"2020";"07";"60-79";0;0
"2020";"07";"80+";0;0
"2020";"07";"Gesamt";0,02;3
"2020";"09";"'05-09";0;0
"2020";"09";"'10-14";0;0
"2020";"09";"00-04";0;0
"2020";"09";"15-19";0;0
"2020";"09";"20-34";0,08;2
"2020";"09";"35-59";0,13;6
"2020";"09";"60-79";0,04;1
"2020";"09";"80+";0;0
"2020";"09";"Gesamt";0,07;9
"2020";"10";"'05-09";0,51;3
"2020";"10";"'10-14";0,87;5
"2020";"10";"00-04";0,16;1
"2020";"10";"15-19";0,96;6
"2020";"10";"20-34";0,92;23
"2020";"10";"35-59";1,81;84
"2020";"10";"60-79";0,26;7
"2020";"10";"80+";0,36;3
"2020";"10";"Gesamt";1,01;132
"2020";"11";"'05-09";3,76;22
"2020";"11";"'10-14";8,51;49
"2020";"11";"00-04";0,63;4
"2020";"11";"15-19";8,16;51
"2020";"11";"20-34";9,52;239
"2020";"11";"35-59";12,01;557
"2020";"11";"60-79";5,25;143
"2020";"11";"80+";4,69;39
"2020";"11";"Gesamt";8,41;1104
"2020";"12";"'05-09";9,41;55
"2020";"12";"'10-14";11,8;68
"2020";"12";"00-04";7,36;47
"2020";"12";"15-19";21,92;137
