"Meldejahr";"Meldewoche";"Altersgruppen.Inz";"Inzidenz";"Anzahl"
"2020";"05";"'05-09";0;0
"2020";"05";"'10-14";0;0
"2020";"05";"00-04";0,16;1
"2020";"05";"15-19";0;0
"2020";"05";"20-34";0,12;3
"2020";"05";"35-59";0,06;3
"2020";"05";"60-79";0;0
"2020";"05";"80+";0;0
"2020";"05";"Gesamt";0,05;7
"2020";"06";"'05-09";0,17;1
"2020";"06";"'10-14";0;0
"2020";"06";"00-04";0,16;1
"2020";"06";"15-19";0;0
"2020";"06";"20-34";0,12;3
"2020";"06";"35-59";0,06;3
"2020";"06";"60-79";0;0
"2020";"06";"80+";0;0
"2020";"06";"Gesamt";0,06;8
"2020";"07";"'05-09";0;0
"2020";"07";"'10-14";0;0
"2020";"07";"00-04";0,16;1
"2020";"07";"15-19";0;0
"2020";"07";"20-34";0;0
"2020";"07";"35-59";0,04;2
"2020";"07";"60-79";0;0
"2020";"07";"80+";0;0
"2020";"07";"Gesamt";0,02;3
"2020";"09";"'05-09";0;0
"2020";"09";"'10-14";0;0
"2020";"09";"00-04";0;0
"2020";"09";"15-19";0;0
"2020";"09";"20-34";0,08;2
"2020";"09";"35-59";0,15;7
"2020";"09";"60-79";0,04;1
"2020";"09";"80+";0;0
"2020";"09";"Gesamt";0,08;10
"2020";"10";"'05-09";0,51;3
"2020";"10";"'10-14";1,04;6
"2020";"10";"00-04";0,16;1
"2020";"10";"15-19";1,12;7
"2020";"10";"20-34";0,92;23
"2020";"10";"35-59";1,83;85
"2020";"10";"60-79";0,29;8
"2020";"10";"80+";0,36;3
"2020";"10";"Gesamt";1,04;136
"2020";"11";"'05-09";3,76;22
"2020";"11";"'10-14";8,33;48
"2020";"11";"00-04";0,47;3
"2020";"11";"15-19";7,84;49
"2020";"11";"20-34";9,41;236
"2020";"11";"35-59";11,88;551
"2020";"11";"60-79";5,18;141
"2020";"11";"80+";4,69;39
"2020";"11";"Gesamt";8,3;1090
"2020";"12";"'05-09";8,89;52
"2020";"12";"'10-14";12,15;70
"2020";"12";"00-04";7,51;48
"2020";"12";"15-19";21,92;137
"2020";"12";"20-34";46,83;1175
"2020";"12";"35-59";50,71;2351
"2020";"12";"60-79";28,65;780
"2020";"12";"80+";26,22;218
"2020";"12";"Gesamt";36,82;4832
"2020";"13";"'05-09";16,59;97
"2020";"13";"'10-14";22,22;128
"2020";"13";"00-04";13,93;89
"2020";"13";"15-19";54,56;341
"2020";"13";"20-34";81,7;2050
"2020";"13";"35-59";86,34;4003
"2020";"13";"60-79";66,07;1799
"2020";"13";"80+";91,4;760
"2020";"13";"Gesamt";70,61;9267
"2020";"14";"'05-09";19,16;112
"2020";"14";"'10-14";27,6;159
"2020";"14";"00-04";17,69;113
"2020";"14";"15-19";57,12;357
"2020";"14";"20-34";86,68;2175
"2020";"14";"35-59";94,04;4360
"2020";"14";"60-79";86,52;2356
"2020";"14";"80+";152,01;1264
"2020";"14";"Gesamt";83,04;10899
"2020";"15";"'05-09";13,68;80
"2020";"15";"'10-14";15,27;88
"2020";"15";"00-04";11,27;72
"2020";"15";"15-19";41,76;261
"2020";"15";"20-34";60,18;1510
"2020";"15";"35-59";62,81;2912
"2020";"15";"60-79";58,58;1595
"2020";"15";"80+";132,05;1098
"2020";"15";"Gesamt";58,05;7619
"2020";"16";"'05-09";8,72;51
"2020";"16";"'10-14";14,41;83
"2020";"16";"00-04";7,83;50
"2020";"16";"15-19";26,08;163
"2020";"16";"20-34";37,34;937
"2020";"16";"35-59";37,31;1730
"2020";"16";"60-79";32,57;887
"2020";"16";"80+";102,95;856
"2020";"16";"Gesamt";36,25;4758
"2020";"17";"'05-09";5,47;32
"2020";"17";"'10-14";7,29;42
"2020";"17";"00-04";8,45;54
"2020";"17";"15-19";15,2;95
"2020";"17";"20-34";30,85;774
"2020";"17";"35-59";22,43;1040
"2020";"17";"60-79";19,32;526
"2020";"17";"80+";66,51;553
"2020";"17";"Gesamt";23,76;3118
"2020";"18";"'05-09";7,18;42
"2020";"18";"'10-14";6,42;37
"2020";"18";"00-04";5,32;34
"2020";"18";"15-19";8,32;52
"2020";"18";"20-34";19,09;479
"2020";"18";"35-59";12,73;590
"2020";"18";"60-79";10,47;285
"2020";"18";"80+";31,51;262
"2020";"18";"Gesamt";13,58;1782
"2020";"19";"'05-09";3,76;22
"2020";"19";"'10-14";5,9;34
"2020";"19";"00-04";3,76;24
"2020";"19";"15-19";7,52;47
"2020";"19";"20-34";12,99;326
"2020";"19";"35-59";9,56;443
"2020";"19";"60-79";7,71;210
"2020";"19";"80+";22,61;188
"2020";"19";"Gesamt";9,86;1294
"2020";"20";"'05-09";3,42;20
"2020";"20";"'10-14";1,74;10
"2020";"20";"00-04";2,82;18
"2020";"20";"15-19";5,28;33
"2020";"20";"20-34";11,56;290
"2020";"20";"35-59";8,65;401
"2020";"20";"60-79";5,73;156
"2020";"20";"80+";18,28;152
"2020";"20";"Gesamt";8,24;1081
