"Meldejahr";"Meldewoche";"Altersgruppe";"Inzidenz";"Anzahl"
"2020";"31";"80+";2,89;24
"2020";"31";"Gesamt";5,2;682
"2020";"32";"00-04";3,29;21
"2020";"32";"'05-09";2,74;16
"2020";"32";"'10-14";3,47;20
"2020";"32";"15-19";7,52;47
"2020";"32";"20-34";11,12;279
"2020";"32";"35-59";5,8;269
"2020";"32";"60-79";1,62;44
"2020";"32";"80+";0,96;8
"2020";"32";"Gesamt";5,36;704
"2020";"33";"00-04";5,01;32
"2020";"33";"'05-09";5,64;33
"2020";"33";"'10-14";8,16;47
"2020";"33";"15-19";18,88;118
"2020";"33";"20-34";21,44;538
"2020";"33";"35-59";8,95;415
"2020";"33";"60-79";2,5;68
"2020";"33";"80+";2,29;19
"2020";"33";"Gesamt";9,68;1270
"2020";"34";"00-04";7,36;47
"2020";"34";"'05-09";14,88;87
"2020";"34";"'10-14";21,35;123
"2020";"34";"15-19";42,56;266
"2020";"34";"20-34";32,88;825
"2020";"34";"35-59";14,11;654
"2020";"34";"60-79";3,01;82
"2020";"34";"80+";2,16;18
"2020";"34";"Gesamt";16,02;2103
"2020";"35";"00-04";9,23;59
"2020";"35";"'05-09";16,76;98
"2020";"35";"'10-14";24,82;143
"2020";"35";"15-19";40,32;252
"2020";"35";"20-34";32,8;823
"2020";"35";"35-59";14,62;678
"2020";"35";"60-79";3,08;84
"2020";"35";"80+";3,13;26
"2020";"35";"Gesamt";16,5;2165
"2020";"36";"00-04";10,64;68
"2020";"36";"'05-09";17,79;104
"2020";"36";"'10-14";23,26;134
"2020";"36";"15-19";35,04;219
"2020";"36";"20-34";32,72;821
"2020";"36";"35-59";16,87;782
"2020";"36";"60-79";3,71;101
"2020";"36";"80+";2,29;19
"2020";"36";"Gesamt";17,13;2248
"2020";"37";"00-04";11,58;74
"2020";"37";"'05-09";16,42;96
"2020";"37";"'10-14";23,61;136
"2020";"37";"15-19";44,8;280
"2020";"37";"20-34";37,62;944
"2020";"37";"35-59";18,94;878
"2020";"37";"60-79";7,42;202
"2020";"37";"80+";6,01;50
"2020";"37";"Gesamt";20,27;2660
"2020";"38";"00-04";12,99;83
"2020";"38";"'05-09";17,62;103
"2020";"38";"'10-14";20,83;120
"2020";"38";"15-19";37,76;236
"2020";"38";"20-34";42,76;1073
"2020";"38";"35-59";21,22;984
"2020";"38";"60-79";9,84;268
"2020";"38";"80+";7,46;62
"2020";"38";"Gesamt";22,32;2929
"2020";"39";"00-04";11,43;73
"2020";"39";"'05-09";14,71;86
"2020";"39";"'10-14";14,41;83
"2020";"39";"15-19";23,2;145
"2020";"39";"20-34";31,24;784
"2020";"39";"35-59";17,79;825
"2020";"39";"60-79";8,41;229
"2020";"39";"80+";6,86;57
"2020";"39";"Gesamt";17,41;2285
"2020";"40";"00-04";7,51;48
"2020";"40";"'05-09";9,58;56
"2020";"40";"'10-14";13,37;77
"2020";"40";"15-19";28,32;177
"2020";"40";"20-34";31,36;787
"2020";"40";"35-59";18,1;839
"2020";"40";"60-79";10,1;275
"2020";"40";"80+";6,98;58
"2020";"40";"Gesamt";17,66;2318
"2020";"41";"00-04";14,56;93
"2020";"41";"'05-09";11,8;69
"2020";"41";"'10-14";24,65;142
"2020";"41";"15-19";46,08;288
"2020";"41";"20-34";45,23;1135
"2020";"41";"35-59";29,55;1370
"2020";"41";"60-79";16,12;439
"2020";"41";"80+";18,04;150
"2020";"41";"Gesamt";28,09;3687
"2020";"42";"00-04";20,66;132
"2020";"42";"'05-09";20,01;117
"2020";"42";"'10-14";51,55;297
"2020";"42";"15-19";87,36;546
"2020";"42";"20-34";79,59;1997
"2020";"42";"35-59";53,34;2473
"2020";"42";"60-79";29,34;799
"2020";"42";"80+";31,87;265
"2020";"42";"Gesamt";50,52;6630
"2020";"43";"00-04";41,47;265
"2020";"43";"'05-09";57,47;336
"2020";"43";"'10-14";89,91;518
"2020";"43";"15-19";133,6;835
"2020";"43";"20-34";140,68;3530
"2020";"43";"35-59";102,39;4747
"2020";"43";"60-79";57,25;1559
"2020";"43";"80+";49,31;410
"2020";"43";"Gesamt";92,95;12200
"2020";"44";"00-04";63,39;405
"2020";"44";"'05-09";84,15;492
"2020";"44";"'10-14";127,4;734
"2020";"44";"15-19";200,64;1254
"2020";"44";"20-34";206,56;5183
"2020";"44";"35-59";157,11;7284
"2020";"44";"60-79";96,18;2619
"2020";"44";"80+";116,54;969
"2020";"44";"Gesamt";144,37;18948
"2020";"45";"00-04";73,4;469
"2020";"45";"'05-09";106,21;621
"2020";"45";"'10-14";146,67;845
"2020";"45";"15-19";230,89;1443
"2020";"45";"20-34";252,55;6337
"2020";"45";"35-59";198,71;9213
"2020";"45";"60-79";123,94;3375
"2020";"45";"80+";167,65;1394
"2020";"45";"Gesamt";180,62;23706
"2020";"46";"00-04";83,42;533
"2020";"46";"'05-09";116,13;679
"2020";"46";"'10-14";169,93;979
"2020";"46";"15-19";259,85;1624
"2020";"46";"20-34";253,58;6363
"2020";"46";"35-59";204,71;9491
"2020";"46";"60-79";129,67;3531
"2020";"46";"80+";200;1663
"2020";"46";"Gesamt";189,47;24867
"2020";"47";"00-04";83,11;531
"2020";"47";"'05-09";139,56;816
"2020";"47";"'10-14";165,24;952
"2020";"47";"15-19";237,61;1485
"2020";"47";"20-34";229,47;5758
"2020";"47";"35-59";196,56;9113
"2020";"47";"60-79";126,96;3457
"2020";"47";"80+";254,72;2118
"2020";"47";"Gesamt";184,67;24237
"2020";"48";"00-04";90,46;578
"2020";"48";"'05-09";153,08;895
"2020";"48";"'10-14";183,12;1055
"2020";"48";"15-19";245,13;1532
"2020";"48";"20-34";222,9;5593
"2020";"48";"35-59";194,21;9004
"2020";"48";"60-79";124,9;3401
"2020";"48";"80+";285,75;2376
"2020";"48";"Gesamt";186,23;24442
"2020";"49";"00-04";84,51;540
"2020";"49";"'05-09";143,33;838
"2020";"49";"'10-14";194,4;1120
"2020";"49";"15-19";248,49;1553
"2020";"49";"20-34";216,76;5439
"2020";"49";"35-59";192,76;8937
"2020";"49";"60-79";127,36;3468
"2020";"49";"80+";293,57;2441
"2020";"49";"Gesamt";185,45;24340
"2020";"50";"00-04";81,85;523
"2020";"50";"'05-09";144,87;847
"2020";"50";"'10-14";198,91;1146
"2020";"50";"15-19";264,49;1653
"2020";"50";"20-34";240,63;6038
"2020";"50";"35-59";225,35;10448
"2020";"50";"60-79";156,01;4248
"2020";"50";"80+";391,22;3253
"2020";"50";"Gesamt";214,59;28165
"2020";"51";"00-04";97,04;620
"2020";"51";"'05-09";145,04;848
"2020";"51";"'10-14";184,33;1062
"2020";"51";"15-19";242,57;1516
"2020";"51";"20-34";262,31;6582
"2020";"51";"35-59";235,45;10916
"2020";"51";"60-79";169,85;4625
"2020";"51";"80+";399,88;3325
"2020";"51";"Gesamt";224,79;29503
"2020";"52";"00-04";66,2;423
"2020";"52";"'05-09";106,73;624
"2020";"52";"'10-14";118,72;684
"2020";"52";"15-19";161,44;1009
"2020";"52";"20-34";195,52;4906
"2020";"52";"35-59";183,21;8494
"2020";"52";"60-79";136,61;3720
"2020";"52";"80+";334,82;2784
"2020";"52";"Gesamt";172,66;22661
"2020";"53";"00-04";54;345
"2020";"53";"'05-09";80,9;473
"2020";"53";"'10-14";107,79;621
"2020";"53";"15-19";156,32;977
"2020";"53";"20-34";197,03;4944
"2020";"53";"35-59";174,54;8092
"2020";"53";"60-79";132,35;3604
"2020";"53";"80+";344,32;2863
"2020";"53";"Gesamt";167,07;21928
"2021";"01";"00-04";52,9;338
"2021";"01";"'05-09";91,33;534
"2021";"01";"'10-14";111,78;644
"2021";"01";"15-19";176;1100
"2021";"01";"20-34";216,08;5422
"2021";"01";"35-59";175,25;8125
"2021";"01";"60-79";129,16;3517
"2021";"01";"80+";326,76;2717
"2021";"01";"Gesamt";170,73;22408
"2021";"02";"00-04";49,46;316
"2021";"02";"'05-09";71,49;418
"2021";"02";"'10-14";91,47;527
"2021";"02";"15-19";149,92;937
"2021";"02";"20-34";174,8;4386
"2021";"02";"35-59";146,34;6785
"2021";"02";"60-79";108,59;2957
"2021";"02";"80+";303,43;2523
"2021";"02";"Gesamt";143,63;18851
"2021";"03";"00-04";47,74;305
"2021";"03";"'05-09";56,61;331
"2021";"03";"'10-14";67,17;387
"2021";"03";"15-19";113,44;709
"2021";"03";"20-34";125,94;3160
"2021";"03";"35-59";118,59;5498
"2021";"03";"60-79";85,42;2326
"2021";"03";"80+";205,17;1706
"2021";"03";"Gesamt";109,9;14424
"2021";"04";"00-04";40,38;258
"2021";"04";"'05-09";51,82;303
"2021";"04";"'10-14";52,77;304
"2021";"04";"15-19";91,68;573
"2021";"04";"20-34";113,86;2857
"2021";"04";"35-59";101,46;4704
"2021";"04";"60-79";75,25;2049
"2021";"04";"80+";157,55;1310
"2021";"04";"Gesamt";94,19;12362
"2021";"05";"00-04";43,04;275
"2021";"05";"'05-09";50,8;297
"2021";"05";"'10-14";52,25;301
"2021";"05";"15-19";81,76;511
"2021";"05";"20-34";92,74;2327
"2021";"05";"35-59";85,18;3949
"2021";"05";"60-79";59,53;1621
"2021";"05";"80+";109,8;913
"2021";"05";"Gesamt";77,68;10195
"2021";"06";"00-04";33,34;213
"2021";"06";"'05-09";42,25;247
"2021";"06";"'10-14";40,44;233
"2021";"06";"15-19";66,56;416
"2021";"06";"20-34";75;1882
"2021";"06";"35-59";64,25;2979
"2021";"06";"60-79";42,89;1168
"2021";"06";"80+";76,97;640
"2021";"06";"Gesamt";59,28;7780
