"Meldejahr";"Meldewoche";"Altersgruppe";"Inzidenz";"Anzahl"
"2020";"30";"Gesamt";5,45;715
"2020";"31";"00-04";3,6;23
"2020";"31";"'05-09";2,74;16
"2020";"31";"'10-14";4,51;26
"2020";"31";"15-19";5,92;37
"2020";"31";"20-34";8,73;219
"2020";"31";"35-59";6,34;294
"2020";"31";"60-79";1,58;43
"2020";"31";"80+";2,89;24
"2020";"31";"Gesamt";5,2;682
"2020";"32";"00-04";3,29;21
"2020";"32";"'05-09";2,74;16
"2020";"32";"'10-14";3,47;20
"2020";"32";"15-19";7,52;47
"2020";"32";"20-34";11,12;279
"2020";"32";"35-59";5,8;269
"2020";"32";"60-79";1,62;44
"2020";"32";"80+";0,96;8
"2020";"32";"Gesamt";5,36;704
"2020";"33";"00-04";5,01;32
"2020";"33";"'05-09";5,64;33
"2020";"33";"'10-14";8,16;47
"2020";"33";"15-19";18,88;118
"2020";"33";"20-34";21,44;538
"2020";"33";"35-59";8,95;415
"2020";"33";"60-79";2,5;68
"2020";"33";"80+";2,29;19
"2020";"33";"Gesamt";9,68;1270
"2020";"34";"00-04";7,36;47
"2020";"34";"'05-09";14,88;87
"2020";"34";"'10-14";21,35;123
"2020";"34";"15-19";42,56;266
"2020";"34";"20-34";32,8;823
"2020";"34";"35-59";14,08;653
"2020";"34";"60-79";3,01;82
"2020";"34";"80+";2,16;18
"2020";"34";"Gesamt";16;2100
"2020";"35";"00-04";9,23;59
"2020";"35";"'05-09";16,76;98
"2020";"35";"'10-14";24,82;143
"2020";"35";"15-19";40,48;253
"2020";"35";"20-34";32,8;823
"2020";"35";"35-59";14,62;678
"2020";"35";"60-79";3,05;83
"2020";"35";"80+";3,13;26
"2020";"35";"Gesamt";16,5;2165
"2020";"36";"00-04";10,64;68
"2020";"36";"'05-09";17,79;104
"2020";"36";"'10-14";23,26;134
"2020";"36";"15-19";35,04;219
"2020";"36";"20-34";32,76;822
"2020";"36";"35-59";16,82;780
"2020";"36";"60-79";3,71;101
"2020";"36";"80+";2,29;19
"2020";"36";"Gesamt";17,12;2247
"2020";"37";"00-04";11,58;74
"2020";"37";"'05-09";16,59;97
"2020";"37";"'10-14";23,61;136
"2020";"37";"15-19";44,8;280
"2020";"37";"20-34";37,62;944
"2020";"37";"35-59";18,94;878
"2020";"37";"60-79";7,38;201
"2020";"37";"80+";6,01;50
"2020";"37";"Gesamt";20,27;2660
"2020";"38";"00-04";12,99;83
"2020";"38";"'05-09";17,62;103
"2020";"38";"'10-14";20,83;120
"2020";"38";"15-19";37,76;236
"2020";"38";"20-34";42,76;1073
"2020";"38";"35-59";21,22;984
"2020";"38";"60-79";9,84;268
"2020";"38";"80+";7,46;62
"2020";"38";"Gesamt";22,32;2929
"2020";"39";"00-04";11,43;73
"2020";"39";"'05-09";14,71;86
"2020";"39";"'10-14";14,41;83
"2020";"39";"15-19";23,2;145
"2020";"39";"20-34";31,24;784
"2020";"39";"35-59";17,79;825
"2020";"39";"60-79";8,41;229
"2020";"39";"80+";6,86;57
"2020";"39";"Gesamt";17,41;2285
"2020";"40";"00-04";7,51;48
"2020";"40";"'05-09";9,58;56
"2020";"40";"'10-14";13,19;76
"2020";"40";"15-19";28,32;177
"2020";"40";"20-34";31,44;789
"2020";"40";"35-59";18,1;839
"2020";"40";"60-79";10,1;275
"2020";"40";"80+";6,98;58
"2020";"40";"Gesamt";17,67;2319
"2020";"41";"00-04";14,56;93
"2020";"41";"'05-09";11,8;69
"2020";"41";"'10-14";24,65;142
"2020";"41";"15-19";46,08;288
"2020";"41";"20-34";45,15;1133
"2020";"41";"35-59";29,55;1370
"2020";"41";"60-79";16,12;439
"2020";"41";"80+";18,04;150
"2020";"41";"Gesamt";28,07;3684
"2020";"42";"00-04";20,66;132
"2020";"42";"'05-09";20,01;117
"2020";"42";"'10-14";51,55;297
"2020";"42";"15-19";87,36;546
"2020";"42";"20-34";79,67;1999
"2020";"42";"35-59";53,25;2469
"2020";"42";"60-79";29,34;799
"2020";"42";"80+";31,87;265
"2020";"42";"Gesamt";50,5;6628
"2020";"43";"00-04";41,32;264
"2020";"43";"'05-09";57,64;337
"2020";"43";"'10-14";90,08;519
"2020";"43";"15-19";133,76;836
"2020";"43";"20-34";140,64;3529
"2020";"43";"35-59";102,5;4752
"2020";"43";"60-79";57,25;1559
"2020";"43";"80+";49,43;411
"2020";"43";"Gesamt";93,01;12207
"2020";"44";"00-04";63,39;405
"2020";"44";"'05-09";84,15;492
"2020";"44";"'10-14";127,23;733
"2020";"44";"15-19";200,64;1254
"2020";"44";"20-34";206,48;5181
"2020";"44";"35-59";157,15;7286
"2020";"44";"60-79";96,22;2620
"2020";"44";"80+";116,54;969
"2020";"44";"Gesamt";144,35;18946
"2020";"45";"00-04";73,4;469
"2020";"45";"'05-09";106,38;622
"2020";"45";"'10-14";146,15;842
"2020";"45";"15-19";230,89;1443
"2020";"45";"20-34";252,47;6335
"2020";"45";"35-59";198,91;9222
"2020";"45";"60-79";123,87;3373
"2020";"45";"80+";167,41;1392
"2020";"45";"Gesamt";180,62;23706
"2020";"46";"00-04";83,42;533
"2020";"46";"'05-09";116,13;679
"2020";"46";"'10-14";170,1;980
"2020";"46";"15-19";260,01;1625
"2020";"46";"20-34";253,31;6356
"2020";"46";"35-59";204,69;9490
"2020";"46";"60-79";129,75;3533
"2020";"46";"80+";200,12;1664
"2020";"46";"Gesamt";189,44;24863
"2020";"47";"00-04";83,11;531
"2020";"47";"'05-09";139,74;817
"2020";"47";"'10-14";165,24;952
"2020";"47";"15-19";237,93;1487
"2020";"47";"20-34";229,12;5749
"2020";"47";"35-59";196,56;9113
"2020";"47";"60-79";126,92;3456
"2020";"47";"80+";254,72;2118
"2020";"47";"Gesamt";184,59;24227
"2020";"48";"00-04";90,46;578
"2020";"48";"'05-09";152,91;894
"2020";"48";"'10-14";183,29;1056
"2020";"48";"15-19";244,49;1528
"2020";"48";"20-34";222,74;5589
"2020";"48";"35-59";193,88;8989
"2020";"48";"60-79";124,97;3403
"2020";"48";"80+";285,39;2373
"2020";"48";"Gesamt";185,99;24411
"2020";"49";"00-04";84,36;539
"2020";"49";"'05-09";142,99;836
"2020";"49";"'10-14";194,05;1118
"2020";"49";"15-19";248,17;1551
"2020";"49";"20-34";216,6;5435
"2020";"49";"35-59";192,46;8923
"2020";"49";"60-79";127,29;3466
"2020";"49";"80+";293,09;2437
"2020";"49";"Gesamt";185,2;24307
"2020";"50";"00-04";81,7;522
"2020";"50";"'05-09";144,87;847
"2020";"50";"'10-14";198,74;1145
"2020";"50";"15-19";264,49;1653
"2020";"50";"20-34";240,71;6040
"2020";"50";"35-59";225,44;10452
"2020";"50";"60-79";155,97;4247
"2020";"50";"80+";391,46;3255
"2020";"50";"Gesamt";214,63;28169
"2020";"51";"00-04";97,04;620
"2020";"51";"'05-09";145,21;849
"2020";"51";"'10-14";183,99;1060
"2020";"51";"15-19";242,57;1516
"2020";"51";"20-34";262,47;6586
"2020";"51";"35-59";235,42;10915
"2020";"51";"60-79";169,81;4624
"2020";"51";"80+";399,64;3323
"2020";"51";"Gesamt";224,76;29499
"2020";"52";"00-04";66,2;423
"2020";"52";"'05-09";107,24;627
"2020";"52";"'10-14";118,72;684
"2020";"52";"15-19";161,44;1009
"2020";"52";"20-34";195,4;4903
"2020";"52";"35-59";183,06;8487
"2020";"52";"60-79";136,43;3715
"2020";"52";"80+";333,61;2774
"2020";"52";"Gesamt";172,4;22627
"2020";"53";"00-04";54;345
"2020";"53";"'05-09";80,56;471
"2020";"53";"'10-14";107,44;619
"2020";"53";"15-19";155,2;970
"2020";"53";"20-34";196,67;4935
"2020";"53";"35-59";174,26;8079
"2020";"53";"60-79";132,06;3596
"2020";"53";"80+";343,84;2859
"2020";"53";"Gesamt";166,7;21879
"2021";"01";"00-04";52,74;337
"2021";"01";"'05-09";91,16;533
"2021";"01";"'10-14";112,3;647
"2021";"01";"15-19";176,64;1104
"2021";"01";"20-34";216,12;5423
"2021";"01";"35-59";175,4;8132
"2021";"01";"60-79";129,01;3513
"2021";"01";"80+";326,88;2718
"2021";"01";"Gesamt";170,76;22412
"2021";"02";"00-04";49,14;314
"2021";"02";"'05-09";71,49;418
"2021";"02";"'10-14";91,47;527
"2021";"02";"15-19";149,6;935
"2021";"02";"20-34";174,56;4380
"2021";"02";"35-59";145,96;6767
"2021";"02";"60-79";108,52;2955
"2021";"02";"80+";302,23;2513
"2021";"02";"Gesamt";143,32;18811
"2021";"03";"00-04";47,89;306
"2021";"03";"'05-09";56,44;330
"2021";"03";"'10-14";67,52;389
"2021";"03";"15-19";112,96;706
"2021";"03";"20-34";125,86;3158
"2021";"03";"35-59";118,63;5500
"2021";"03";"60-79";85,49;2328
"2021";"03";"80+";205,29;1707
"2021";"03";"Gesamt";109,91;14426
"2021";"04";"00-04";40,22;257
"2021";"04";"'05-09";51,82;303
"2021";"04";"'10-14";52,25;301
"2021";"04";"15-19";91,2;570
"2021";"04";"20-34";113,5;2848
"2021";"04";"35-59";101,42;4702
"2021";"04";"60-79";74,81;2037
"2021";"04";"80+";154,78;1287
"2021";"04";"Gesamt";93,77;12307
"2021";"05";"00-04";43,04;275
"2021";"05";"'05-09";50,28;294
"2021";"05";"'10-14";52,42;302
"2021";"05";"15-19";81,92;512
"2021";"05";"20-34";92,54;2322
"2021";"05";"35-59";84,98;3940
"2021";"05";"60-79";59,38;1617
"2021";"05";"80+";109,2;908
"2021";"05";"Gesamt";77,49;10170
"2021";"06";"00-04";32,87;210
"2021";"06";"'05-09";42,25;247
"2021";"06";"'10-14";40,44;233
"2021";"06";"15-19";66,4;415
"2021";"06";"20-34";74,72;1875
"2021";"06";"35-59";64,15;2974
"2021";"06";"60-79";42,78;1165
"2021";"06";"80+";76,73;638
"2021";"06";"Gesamt";59,11;7758
"2021";"07";"00-04";32,55;208
"2021";"07";"'05-09";46,86;274
"2021";"07";"'10-14";44,96;259
"2021";"07";"15-19";75,84;474
"2021";"07";"20-34";75;1882
"2021";"07";"35-59";65,48;3036
"2021";"07";"60-79";43,63;1188
"2021";"07";"80+";57,85;481
"2021";"07";"Gesamt";59,45;7803
"2021";"08";"00-04";45,86;293
"2021";"08";"'05-09";56,61;331
"2021";"08";"'10-14";53,46;308
"2021";"08";"15-19";90,72;567
"2021";"08";"20-34";86,96;2182
"2021";"08";"35-59";74,93;3474
"2021";"08";"60-79";46,82;1275
"2021";"08";"80+";52,32;435
"2021";"08";"Gesamt";67,57;8868
"2021";"09";"00-04";55,87;357
"2021";"09";"'05-09";75,26;440
"2021";"09";"'10-14";64,92;374
"2021";"09";"15-19";94,4;590
"2021";"09";"20-34";98,92;2482
"2021";"09";"35-59";82,33;3817
"2021";"09";"60-79";47,34;1289
"2021";"09";"80+";42,21;351
"2021";"09";"Gesamt";73,97;9708
"2021";"10";"00-04";69,33;443
"2021";"10";"'05-09";101,59;594
"2021";"10";"'10-14";83,31;480
"2021";"10";"15-19";119,84;749
"2021";"10";"20-34";118,56;2975
"2021";"10";"35-59";100,38;4654
"2021";"10";"60-79";56,56;1540
"2021";"10";"80+";52,68;438
"2021";"10";"Gesamt";90,52;11881
"2021";"11";"00-04";99,7;637
"2021";"11";"'05-09";123,15;720
"2021";"11";"'10-14";116,12;669
"2021";"11";"15-19";153,12;957
"2021";"11";"20-34";151,76;3808
"2021";"11";"35-59";123,2;5712
"2021";"11";"60-79";73,27;1995
"2021";"11";"80+";57,49;478
"2021";"11";"Gesamt";114,14;14980
"2021";"12";"00-04";118,01;754
"2021";"12";"'05-09";154,44;903
"2021";"12";"'10-14";141,98;818
"2021";"12";"15-19";196,48;1228
"2021";"12";"20-34";183,08;4594
"2021";"12";"35-59";155,21;7196
"2021";"12";"60-79";91,7;2497
"2021";"12";"80+";73,96;615
"2021";"12";"Gesamt";141,85;18618
"2021";"13";"00-04";104,55;668
"2021";"13";"'05-09";119,21;697
"2021";"13";"'10-14";124,45;717
"2021";"13";"15-19";192,64;1204
"2021";"13";"20-34";178,62;4482
"2021";"13";"35-59";154,13;7146
"2021";"13";"60-79";87,15;2373
"2021";"13";"80+";70,6;587
"2021";"13";"Gesamt";136,22;17879
"2021";"14";"00-04";103,14;659
"2021";"14";"'05-09";127,25;744
"2021";"14";"'10-14";163,33;941
"2021";"14";"15-19";239,37;1496
"2021";"14";"20-34";215,56;5409
"2021";"14";"35-59";179,91;8341
"2021";"14";"60-79";97,61;2658
"2021";"14";"80+";69,63;579
"2021";"14";"Gesamt";158,88;20853
