"Meldejahr";"Meldewoche";"Altersgruppen.Inz";"Inzidenz";"Anzahl"
"2020";"12";"20-34";46,79;1174
"2020";"12";"35-59";50,79;2355
"2020";"12";"60-79";28,83;785
"2020";"12";"80+";25,98;216
"2020";"12";"Gesamt";36,87;4839
"2020";"13";"'05-09";16,42;96
"2020";"13";"'10-14";22,22;128
"2020";"13";"00-04";14,09;90
"2020";"13";"15-19";54,08;338
"2020";"13";"20-34";81,54;2046
"2020";"13";"35-59";86,25;3999
"2020";"13";"60-79";66,1;1800
"2020";"13";"80+";91,4;760
"2020";"13";"Gesamt";70,54;9258
"2020";"14";"'05-09";18,98;111
"2020";"14";"'10-14";27,42;158
"2020";"14";"00-04";17,06;109
"2020";"14";"15-19";57,28;358
"2020";"14";"20-34";86,6;2173
"2020";"14";"35-59";94,13;4364
"2020";"14";"60-79";86,38;2352
"2020";"14";"80+";151,89;1263
"2020";"14";"Gesamt";82,99;10892
"2020";"15";"'05-09";13,34;78
"2020";"15";"'10-14";15,1;87
"2020";"15";"00-04";11,43;73
"2020";"15";"15-19";41,76;261
"2020";"15";"20-34";59,9;1503
"2020";"15";"35-59";62,64;2904
"2020";"15";"60-79";58,65;1597
"2020";"15";"80+";132,29;1100
"2020";"15";"Gesamt";57,94;7605
"2020";"16";"'05-09";8,72;51
"2020";"16";"'10-14";14,41;83
"2020";"16";"00-04";7,83;50
"2020";"16";"15-19";26,4;165
"2020";"16";"20-34";37,5;941
"2020";"16";"35-59";37,25;1727
"2020";"16";"60-79";32,5;885
"2020";"16";"80+";102,71;854
"2020";"16";"Gesamt";36,24;4756
"2020";"17";"'05-09";5,47;32
"2020";"17";"'10-14";7,12;41
"2020";"17";"00-04";8,29;53
"2020";"17";"15-19";15,2;95
"2020";"17";"20-34";31,01;778
"2020";"17";"35-59";22,37;1037
"2020";"17";"60-79";19,24;524
"2020";"17";"80+";66,27;551
"2020";"17";"Gesamt";23,71;3112
"2020";"18";"'05-09";7,18;42
"2020";"18";"'10-14";6,08;35
"2020";"18";"00-04";5,32;34
"2020";"18";"15-19";8,32;52
"2020";"18";"20-34";18,85;473
"2020";"18";"35-59";12,75;591
"2020";"18";"60-79";10,39;283
"2020";"18";"80+";31,51;262
"2020";"18";"Gesamt";13,51;1773
"2020";"19";"'05-09";3,76;22
"2020";"19";"'10-14";5,9;34
"2020";"19";"00-04";3,76;24
"2020";"19";"15-19";7,68;48
"2020";"19";"20-34";13,07;328
"2020";"19";"35-59";9,58;444
"2020";"19";"60-79";7,75;211
"2020";"19";"80+";22,61;188
"2020";"19";"Gesamt";9,9;1299
"2020";"20";"'05-09";3,08;18
"2020";"20";"'10-14";1,74;10
"2020";"20";"00-04";2,97;19
"2020";"20";"15-19";5,28;33
"2020";"20";"20-34";11,64;292
"2020";"20";"35-59";8,8;408
"2020";"20";"60-79";5,91;161
"2020";"20";"80+";18,64;155
"2020";"20";"Gesamt";8,35;1096
"2020";"21";"'05-09";3,25;19
"2020";"21";"'10-14";3,12;18
"2020";"21";"00-04";4,23;27
"2020";"21";"15-19";2,88;18
"2020";"21";"20-34";9,56;240
"2020";"21";"35-59";5,89;273
"2020";"21";"60-79";4;109
"2020";"21";"80+";9,14;76
"2020";"21";"Gesamt";5,96;782
"2020";"22";"'05-09";3,25;19
"2020";"22";"'10-14";2,43;14
"2020";"22";"00-04";2,97;19
"2020";"22";"15-19";5,12;32
"2020";"22";"20-34";7,93;199
"2020";"22";"35-59";4,12;191
"2020";"22";"60-79";3,12;85
"2020";"22";"80+";7,58;63
"2020";"22";"Gesamt";4,75;623
