"Meldewoche";"Altersgruppen.Inz";"Inzidenz";"Anzahl"
16;"80+";102,465547162414;852
16;"Gesamt";36,0921517894035;4737
17;"'05-09";5,47312609569419;32
17;"'10-14";6,94288952647758;40
17;"00-04";8,13847935643409;52
17;"15-19";15,2003648087554;95
17;"20-34";30,8462390703087;774
17;"35-59";22,1943983409202;1029
17;"60-79";19,0599724419975;519
17;"80+";64,7024229734492;538
17;"Gesamt";23,4595177030976;3079
18;"'05-09";7,01244281010818;41
18;"'10-14";5,90145609750594;34
18;"00-04";5,47782264375372;35
18;"15-19";8,32019968479243;52
18;"20-34";18,651214321582;468
18;"35-59";12,6393755372004;586
18;"60-79";10,0257658509929;273
18;"80+";31,0282994928436;258
18;"Gesamt";13,3107429124104;1747
19;"'05-09";3,59173900029931;21
19;"'10-14";5,55431162118206;32
19;"00-04";3,75622124143112;24
19;"15-19";7,84018816451595;49
19;"20-34";13,0319382118746;327
19;"35-59";9,49031610301738;440
19;"60-79";7,60195432657702;207
19;"80+";22,3692391692594;186
19;"Gesamt";9,79829157719503;1286
20;"'05-09";3,07863342882798;18
20;"'10-14";1,73572238161939;10
20;"00-04";2,9736751494663;19
20;"15-19";5,12012288294919;32
20;"20-34";11,5573763958521;290
20;"35-59";8,69226679435456;403
20;"60-79";5,94935555992984;162
20;"80+";18,6410326410495;155
20;"Gesamt";8,29730911941321;1089
21;"'05-09";3,07863342882798;18
21;"'10-14";2,77715581059103;16
21;"00-04";3,91273045982408;25
21;"15-19";2,88006912165892;18
21;"20-34";9,52487227106431;239
21;"35-59";5,86674086368347;272
21;"60-79";3,96623703995323;108
21;"80+";9,14011923045007;76
21;"Gesamt";5,88202262643434;772
22;"'05-09";3,24966861931842;19
22;"'10-14";2,43001133426715;14
22;"00-04";2,9736751494663;19
22;"15-19";5,12012288294919;32
22;"20-34";7,97060441093248;200
22;"35-59";4,09809104448478;190
22;"60-79";3,19502428218454;87
22;"80+";7,33614832970334;61
22;"Gesamt";4,74676178273134;623
23;"'05-09";1,53931671441399;9
23;"'10-14";0,694288952647758;4
23;"00-04";0,626036873571853;4
23;"15-19";2,5600614414746;16
23;"20-34";3,46721291875563;87
23;"35-59";2,41571682622261;112
23;"60-79";1,39552784739095;38
23;"80+";5,29164797552372;44
23;"Gesamt";2,39242889209894;314
24;"'05-09";1,53931671441399;9
24;"'10-14";1,04143342897164;6
24;"00-04";1,56509218392963;10
24;"15-19";1,44003456082946;9
24;"20-34";4,14471429368489;104
24;"35-59";2,00590772177413;93
24;"60-79";0,807937174805287;22
24;"80+";1,80397090074672;15
24;"Gesamt";2,04194567860674;268
25;"'05-09";1,1972463334331;7
25;"'10-14";1,90929461978133;11
25;"00-04";1,87811062071556;12
25;"15-19";3,20007680184324;20
25;"20-34";3,42735989670097;86
25;"35-59";1,94120102107174;90
25;"60-79";1,06500809406151;29
25;"80+";1,56344144731383;13
25;"Gesamt";2,04194567860674;268
26;"'05-09";2,73656304784709;16
26;"'10-14";3,47144476323879;20
26;"00-04";1,7216014023226;11
26;"15-19";1,2800307207373;8
26;"20-34";4,54324451423151;114
26;"35-59";2,76081922996869;128
26;"60-79";1,68932318368378;46
26;"80+";2,52555926104541;21
26;"Gesamt";2,77338890676438;364
27;"'05-09";3,59173900029931;21
27;"'10-14";2,77715581059103;16
27;"00-04";4,06923967821705;26
27;"15-19";3,04007296175108;19
27;"20-34";6,8945728154566;173
27;"35-59";3,472592937695;161
27;"60-79";1,28535459628114;35
27;"80+";1,08238254044803;9
27;"Gesamt";3,50483213492202;460
28;"'05-09";4,61795014324197;27
28;"'10-14";4,68645043037236;27
28;"00-04";6,72989639089742;43
28;"15-19";4,96011904285703;31
28;"20-34";5,81854121998071;146
28;"35-59";3,6882819400363;171
28;"60-79";1,61587434961057;44
28;"80+";1,32291199388093;11
28;"Gesamt";3,80960014665437;500
29;"'05-09";4,27587976226109;25
29;"'10-14";2,77715581059103;16
29;"00-04";3,75622124143112;24
29;"15-19";6,24014976359433;39
29;"20-34";6,97427885956592;175
29;"35-59";3,81769534144108;177
29;"60-79";1,8362208518302;50
29;"80+";2,16476508089607;18
29;"Gesamt";3,99246095369378;524
30;"'05-09";4,27587976226109;25
30;"'10-14";5,90145609750594;34
30;"00-04";4,22574889661001;27
30;"15-19";5,92014208341;37
30;"20-34";9,0067829843537;226
30;"35-59";6,53537677094151;303
30;"60-79";1,8362208518302;50
30;"80+";1,32291199388093;11
30;"Gesamt";5,44010900942244;714
31;"'05-09";2,73656304784709;16
31;"'10-14";4,51287819221043;26
31;"00-04";3,59971202303816;23
31;"15-19";5,92014208341;37
31;"20-34";8,76766485202573;220
31;"35-59";6,34125666883434;294
31;"60-79";1,57914993257397;43
31;"80+";2,88635344119476;24
31;"Gesamt";5,20391380032987;683
32;"'05-09";2,73656304784709;16
32;"'10-14";3,47144476323879;20
32;"00-04";3,28669358625223;21
32;"15-19";7,52018048433162;47
32;"20-34";11,0791401311961;278
32;"35-59";5,80203416298108;269
32;"60-79";1,61587434961057;44
32;"80+";0,962117813731586;8
32;"Gesamt";5,37153620678266;705
33;"'05-09";5,64416128618463;33
33;"'10-14";8,15789519361115;47
33;"00-04";5,00829498857483;32
33;"15-19";18,8804531308751;118
33;"20-34";21,480778887463;539
33;"35-59";8,92952469692999;414
33;"60-79";2,53398477552567;69
33;"80+";2,16476508089607;18
33;"Gesamt";9,67638437250209;1270
34;"'05-09";14,8800615726686;87
34;"'10-14";21,3493852939185;123
34;"00-04";7,35593326446928;47
34;"15-19";41,6009984239622;260
34;"20-34";32,6396250627685;819
34;"35-59";13,9766473517165;648
34;"60-79";2,97467777996492;81
34;"80+";2,16476508089607;18
34;"Gesamt";15,8784134112554;2084
35;"'05-09";16,590413477573;97
35;"'10-14";24,8208300571573;143
35;"00-04";9,23404388518484;59
35;"15-19";39,8409561829484;249
35;"20-34";32,5599190186592;817
35;"35-59";14,5158698575698;673
35;"60-79";3,04812661403813;83
35;"80+";3,12688289462765;26
35;"Gesamt";16,3736614303205;2149
36;"'05-09";17,7876598110061;104
36;"'10-14";23,0851076755379;133
36;"00-04";10,7991360691145;69
36;"15-19";34,7208332999992;217
36;"20-34";32,5599190186592;817
36;"35-59";16,8237421826217;780
36;"60-79";3,63571728662379;99
36;"80+";2,16476508089607;18
36;"Gesamt";17,0441510561316;2237
37;"'05-09";16,2483430965921;95
37;"'10-14";23,4322521518618;135
37;"00-04";11,7381913794723;75
37;"15-19";44,8010752258054;280
37;"20-34";37,421987709328;939
37;"35-59";18,8943566050982;876
37;"60-79";7,3816078243574;201
37;"80+";6,01323633582241;50
37;"Gesamt";20,236595979028;2656
38;"'05-09";17,6166246205157;103
38;"'10-14";20,6550963412708;119
38;"00-04";13,1467743450089;84
38;"15-19";37,6009024216581;235
38;"20-34";42,8818517308167;1076
38;"35-59";21,1590911296819;981
38;"60-79";9,84214376580986;268
38;"80+";7,57667778313624;63
38;"Gesamt";22,3318760596879;2931
39;"'05-09";14,5379911916877;85
39;"'10-14";14,406495767441;83
39;"00-04";11,2686637242934;72
39;"15-19";23,5205644935478;147
39;"20-34";31,045504180582;779
39;"35-59";17,7727737929235;824
39;"60-79";8,29971825027249;226
39;"80+";6,85508942283755;57
39;"Gesamt";17,3412998675707;2276
40;"'05-09";9,57797066746483;56
40;"'10-14";13,3650623384693;77
40;"00-04";7,51244248286224;48
40;"15-19";28,0006720161284;175
40;"20-34";31,1252102246913;781
40;"35-59";17,9884627952648;834
40;"60-79";10,1726635191393;277
40;"80+";6,975354149554;58
40;"Gesamt";17,6079718778365;2311
41;"'05-09";12,1434985248215;71
41;"'10-14";25,1679745334812;145
41;"00-04";14,3988480921526;92
41;"15-19";44,8010752258054;280
41;"20-34";45,1136209658778;1132
41;"35-59";29,3337043184174;1360
41;"60-79";16,1587434961057;440
41;"80+";18,0397090074672;150
41;"Gesamt";28,0615146802561;3683
42;"'05-09";19,669046906401;115
42;"'10-14";51,2038102577721;295
42;"00-04";20,3461983910852;130
42;"15-19";87,0420890101362;544
42;"20-34";79,2676608667235;1989
42;"35-59";53,1457701768973;2464
42;"60-79";29,3795336292832;800
42;"80+";30,1864464058285;251
42;"Gesamt";50,3476755381841;6608
43;"'05-09";57,467824004789;336
43;"'10-14";89,5632748915607;516
43;"00-04";42,2574889661001;270
43;"15-19";132,323175756218;827
43;"20-34";139,884107411865;3510
43;"35-59";101,632657903223;4712
43;"60-79";56,9228464067361;1550
43;"80+";48,827479046878;406
43;"Gesamt";92,5504259628212;12147
44;"'05-09";83,1231025783555;486
44;"'10-14";126,360589381892;728
44;"00-04";63,6992518859361;407
44;"15-19";199,844796275111;1249
44;"20-34";205,601740780003;5159
44;"35-59";156,288251096509;7246
44;"60-79";95,042791290731;2588
44;"80+";115,694667101223;962
44;"Gesamt";143,728594332976;18864
45;"'05-09";57,9809295762603;339
45;"'10-14";74,8096346477959;431
45;"00-04";40,3793783453845;258
45;"15-19";121,922926150228;762
45;"20-34";137,851603287077;3459
45;"35-59";105,687611147239;4900
45;"60-79";67,8667226836441;1848
45;"80+";86,7108679625592;721
45;"Gesamt";97,3352837470191;12775
