"Meldejahr";"Meldewoche";"Altersgruppen.Inz";"Inzidenz";"Anzahl"
"2020";"12";"20-34";46,87;1176
"2020";"12";"35-59";50,75;2353
"2020";"12";"60-79";28,72;782
"2020";"12";"80+";26,1;217
"2020";"12";"Gesamt";36,85;4837
"2020";"13";"'05-09";16,42;96
"2020";"13";"'10-14";22,22;128
"2020";"13";"00-04";14,09;90
"2020";"13";"15-19";54,08;338
"2020";"13";"20-34";81,62;2048
"2020";"13";"35-59";86,3;4001
"2020";"13";"60-79";65,92;1795
"2020";"13";"80+";91,4;760
"2020";"13";"Gesamt";70,53;9257
"2020";"14";"'05-09";18,98;111
"2020";"14";"'10-14";27,42;158
"2020";"14";"00-04";17,06;109
"2020";"14";"15-19";57,12;357
"2020";"14";"20-34";86,52;2171
"2020";"14";"35-59";94,08;4362
"2020";"14";"60-79";86,34;2351
"2020";"14";"80+";151,89;1263
"2020";"14";"Gesamt";82,95;10887
"2020";"15";"'05-09";13,34;78
"2020";"15";"'10-14";15,27;88
"2020";"15";"00-04";11,27;72
"2020";"15";"15-19";41,76;261
"2020";"15";"20-34";59,9;1503
"2020";"15";"35-59";62,68;2906
"2020";"15";"60-79";58,61;1596
"2020";"15";"80+";132,29;1100
"2020";"15";"Gesamt";57,95;7606
"2020";"16";"'05-09";8,72;51
"2020";"16";"'10-14";14,41;83
"2020";"16";"00-04";7,83;50
"2020";"16";"15-19";26,4;165
"2020";"16";"20-34";37,5;941
"2020";"16";"35-59";37,27;1728
"2020";"16";"60-79";32,5;885
"2020";"16";"80+";102,59;853
"2020";"16";"Gesamt";36,24;4757
"2020";"17";"'05-09";5,47;32
"2020";"17";"'10-14";7,12;41
"2020";"17";"00-04";8,29;53
"2020";"17";"15-19";15,2;95
"2020";"17";"20-34";30,97;777
"2020";"17";"35-59";22,37;1037
"2020";"17";"60-79";19,24;524
"2020";"17";"80+";66,51;553
"2020";"17";"Gesamt";23,72;3113
"2020";"18";"'05-09";7,18;42
"2020";"18";"'10-14";6,08;35
"2020";"18";"00-04";5,32;34
"2020";"18";"15-19";8,32;52
"2020";"18";"20-34";18,89;474
"2020";"18";"35-59";12,77;592
"2020";"18";"60-79";10,47;285
"2020";"18";"80+";31,63;263
"2020";"18";"Gesamt";13,55;1778
"2020";"19";"'05-09";3,76;22
"2020";"19";"'10-14";5,9;34
"2020";"19";"00-04";3,76;24
"2020";"19";"15-19";7,52;47
"2020";"19";"20-34";12,95;325
"2020";"19";"35-59";9,56;443
"2020";"19";"60-79";7,71;210
"2020";"19";"80+";22,73;189
"2020";"19";"Gesamt";9,86;1294
"2020";"20";"'05-09";3,08;18
"2020";"20";"'10-14";1,74;10
"2020";"20";"00-04";2,97;19
"2020";"20";"15-19";5,28;33
"2020";"20";"20-34";11,52;289
"2020";"20";"35-59";8,76;406
"2020";"20";"60-79";5,91;161
"2020";"20";"80+";18,28;152
"2020";"20";"Gesamt";8,29;1088
"2020";"21";"'05-09";3,08;18
"2020";"21";"'10-14";3,12;18
"2020";"21";"00-04";4,07;26
"2020";"21";"15-19";3,36;21
"2020";"21";"20-34";9,45;237
"2020";"21";"35-59";5,87;272
"2020";"21";"60-79";3,89;106
"2020";"21";"80+";9,02;75
"2020";"21";"Gesamt";5,9;775
"2020";"22";"'05-09";3,08;18
"2020";"22";"'10-14";2,26;13
"2020";"22";"00-04";2,82;18
"2020";"22";"15-19";4,96;31
"2020";"22";"20-34";8,17;205
"2020";"22";"35-59";4,12;191
"2020";"22";"60-79";3,31;90
"2020";"22";"80+";8,18;68
"2020";"22";"Gesamt";4,84;635
