"Region";"Aldersgruppe";"Bekræftede tilfælde";"Døde";"Indlagte på intensiv afdeling";"Indlagte";"Dato"
;0-9;1;0;0;0;18/03/2021
Hovedstaden;0-9;222;0;0;0;18/03/2021
Midtjylland;0-9;106;0;0;1;18/03/2021
Nordjylland;0-9;25;0;0;0;18/03/2021
Sjælland;0-9;45;0;0;0;18/03/2021
Syddanmark;0-9;146;0;1;1;18/03/2021
;10-19;6;0;0;0;18/03/2021
Hovedstaden;10-19;277;0;0;1;18/03/2021
Midtjylland;10-19;154;0;0;0;18/03/2021
Nordjylland;10-19;67;0;0;0;18/03/2021
Sjælland;10-19;119;0;0;1;18/03/2021
Syddanmark;10-19;241;0;0;0;18/03/2021
;20-29;20;0;0;0;18/03/2021
Hovedstaden;20-29;350;0;0;2;18/03/2021
Midtjylland;20-29;166;0;0;1;18/03/2021
Nordjylland;20-29;77;0;0;0;18/03/2021
Sjælland;20-29;84;0;0;0;18/03/2021
Syddanmark;20-29;228;0;2;3;18/03/2021
;30-39;24;0;0;0;18/03/2021
Hovedstaden;30-39;273;0;1;3;18/03/2021
Midtjylland;30-39;130;0;0;2;18/03/2021
Nordjylland;30-39;40;0;0;0;18/03/2021
Sjælland;30-39;87;0;1;1;18/03/2021
Syddanmark;30-39;206;0;4;4;18/03/2021
;40-49;31;0;0;0;18/03/2021
Hovedstaden;40-49;281;0;0;4;18/03/2021
Midtjylland;40-49;107;0;0;2;18/03/2021
Nordjylland;40-49;36;0;0;0;18/03/2021
Sjælland;40-49;97;0;1;2;18/03/2021
Syddanmark;40-49;194;0;1;2;18/03/2021
;50-59;15;0;2;3;18/03/2021
Hovedstaden;50-59;232;0;4;8;18/03/2021
Midtjylland;50-59;106;0;0;2;18/03/2021
Nordjylland;50-59;53;0;0;0;18/03/2021
Sjælland;50-59;98;0;1;4;18/03/2021
Syddanmark;50-59;154;0;4;6;18/03/2021
;60-69;2;0;0;0;18/03/2021
Hovedstaden;60-69;129;0;2;3;18/03/2021
Midtjylland;60-69;63;0;1;1;18/03/2021
Nordjylland;60-69;35;0;0;0;18/03/2021
Sjælland;60-69;62;0;0;0;18/03/2021
Syddanmark;60-69;60;0;1;1;18/03/2021
Hovedstaden;70-79;73;0;7;8;18/03/2021
Midtjylland;70-79;29;0;1;3;18/03/2021
Nordjylland;70-79;23;0;0;0;18/03/2021
Sjælland;70-79;38;0;6;8;18/03/2021
Syddanmark;70-79;29;0;4;5;18/03/2021
Hovedstaden;80-89;32;0;3;5;18/03/2021
Midtjylland;80-89;7;0;0;0;18/03/2021
Nordjylland;80-89;3;1;0;0;18/03/2021
Sjælland;80-89;12;0;1;3;18/03/2021
Syddanmark;80-89;8;0;2;3;18/03/2021
Hovedstaden;90+;2;0;2;2;18/03/2021
