"Region";"Aldersgruppe";"Bekræftede tilfælde";"Døde";"Indlagte på intensiv afdeling";"Indlagte";"Dato"
;0-9;1;0;0;0;17/03/2021
Hovedstaden;0-9;218;0;0;1;17/03/2021
Midtjylland;0-9;88;0;0;1;17/03/2021
Nordjylland;0-9;25;0;0;0;17/03/2021
Sjælland;0-9;54;0;0;0;17/03/2021
Syddanmark;0-9;147;0;1;1;17/03/2021
;10-19;6;0;0;0;17/03/2021
Hovedstaden;10-19;265;0;0;2;17/03/2021
Midtjylland;10-19;145;0;0;0;17/03/2021
Nordjylland;10-19;63;0;0;0;17/03/2021
Sjælland;10-19;108;0;0;0;17/03/2021
Syddanmark;10-19;233;0;0;0;17/03/2021
;20-29;20;0;0;0;17/03/2021
Hovedstaden;20-29;333;0;0;4;17/03/2021
Midtjylland;20-29;174;0;0;1;17/03/2021
Nordjylland;20-29;75;0;0;0;17/03/2021
Sjælland;20-29;75;0;0;0;17/03/2021
Syddanmark;20-29;235;0;2;3;17/03/2021
;30-39;19;0;0;0;17/03/2021
Hovedstaden;30-39;274;0;1;4;17/03/2021
Midtjylland;30-39;128;0;0;2;17/03/2021
Nordjylland;30-39;42;0;0;0;17/03/2021
Sjælland;30-39;89;0;1;2;17/03/2021
Syddanmark;30-39;193;0;4;4;17/03/2021
;40-49;28;0;0;0;17/03/2021
Hovedstaden;40-49;284;0;0;3;17/03/2021
Midtjylland;40-49;116;0;0;2;17/03/2021
Nordjylland;40-49;39;0;0;0;17/03/2021
Sjælland;40-49;98;0;1;2;17/03/2021
Syddanmark;40-49;187;0;1;1;17/03/2021
;50-59;11;0;2;2;17/03/2021
Hovedstaden;50-59;228;0;3;8;17/03/2021
Midtjylland;50-59;121;0;0;4;17/03/2021
Nordjylland;50-59;54;0;1;1;17/03/2021
Sjælland;50-59;95;0;1;3;17/03/2021
Syddanmark;50-59;155;0;4;6;17/03/2021
;60-69;1;0;0;0;17/03/2021
Hovedstaden;60-69;132;0;3;5;17/03/2021
Midtjylland;60-69;68;0;0;0;17/03/2021
Nordjylland;60-69;35;0;0;0;17/03/2021
Sjælland;60-69;62;0;0;1;17/03/2021
Syddanmark;60-69;64;0;1;2;17/03/2021
Hovedstaden;70-79;68;0;4;6;17/03/2021
Midtjylland;70-79;28;0;0;2;17/03/2021
Nordjylland;70-79;24;0;0;0;17/03/2021
Sjælland;70-79;43;0;5;8;17/03/2021
Syddanmark;70-79;30;0;4;5;17/03/2021
Hovedstaden;80-89;38;0;5;8;17/03/2021
Midtjylland;80-89;9;0;0;0;17/03/2021
Nordjylland;80-89;4;1;0;0;17/03/2021
Sjælland;80-89;13;0;2;4;17/03/2021
Syddanmark;80-89;9;0;2;3;17/03/2021
Hovedstaden;90+;2;0;2;2;17/03/2021
