"Kommune";"Aldersgruppe";"Bekræftede tilfælde";"Dagsdato"
;0-9;70;2021-04-08
019;0-9;14;2021-04-08
101;0-9;2918;2021-04-08
147;0-9;419;2021-04-08
151;0-9;273;2021-04-08
153;0-9;296;2021-04-08
155;0-9;74;2021-04-08
157;0-9;222;2021-04-08
159;0-9;440;2021-04-08
161;0-9;121;2021-04-08
163;0-9;190;2021-04-08
165;0-9;199;2021-04-08
167;0-9;308;2021-04-08
169;0-9;407;2021-04-08
173;0-9;196;2021-04-08
175;0-9;235;2021-04-08
183;0-9;263;2021-04-08
185;0-9;250;2021-04-08
187;0-9;134;2021-04-08
190;0-9;159;2021-04-08
201;0-9;59;2021-04-08
210;0-9;166;2021-04-08
217;0-9;233;2021-04-08
219;0-9;169;2021-04-08
223;0-9;61;2021-04-08
230;0-9;147;2021-04-08
240;0-9;213;2021-04-08
250;0-9;96;2021-04-08
253;0-9;226;2021-04-08
259;0-9;194;2021-04-08
260;0-9;50;2021-04-08
265;0-9;283;2021-04-08
269;0-9;83;2021-04-08
270;0-9;98;2021-04-08
306;0-9;30;2021-04-08
316;0-9;163;2021-04-08
320;0-9;56;2021-04-08
326;0-9;77;2021-04-08
329;0-9;83;2021-04-08
330;0-9;227;2021-04-08
336;0-9;37;2021-04-08
340;0-9;47;2021-04-08
350;0-9;99;2021-04-08
360;0-9;42;2021-04-08
370;0-9;160;2021-04-08
376;0-9;92;2021-04-08
390;0-9;50;2021-04-08
400;0-9;27;2021-04-08
410;0-9;60;2021-04-08
420;0-9;37;2021-04-08
430;0-9;66;2021-04-08
440;0-9;62;2021-04-08
450;0-9;65;2021-04-08
461;0-9;643;2021-04-08
479;0-9;69;2021-04-08
480;0-9;41;2021-04-08
482;0-9;5;2021-04-08
492;0-9;3;2021-04-08
510;0-9;72;2021-04-08
530;0-9;46;2021-04-08
540;0-9;123;2021-04-08
550;0-9;40;2021-04-08
561;0-9;267;2021-04-08
563;0-9;1;2021-04-08
573;0-9;74;2021-04-08
575;0-9;73;2021-04-08
580;0-9;107;2021-04-08
607;0-9;113;2021-04-08
615;0-9;205;2021-04-08
621;0-9;392;2021-04-08
630;0-9;354;2021-04-08
657;0-9;156;2021-04-08
661;0-9;102;2021-04-08
665;0-9;25;2021-04-08
671;0-9;41;2021-04-08
706;0-9;44;2021-04-08
707;0-9;61;2021-04-08
710;0-9;95;2021-04-08
727;0-9;46;2021-04-08
730;0-9;251;2021-04-08
740;0-9;227;2021-04-08
741;0-9;2;2021-04-08
746;0-9;173;2021-04-08
751;0-9;1200;2021-04-08
756;0-9;74;2021-04-08
760;0-9;47;2021-04-08
766;0-9;70;2021-04-08
773;0-9;31;2021-04-08
779;0-9;49;2021-04-08
787;0-9;47;2021-04-08
791;0-9;127;2021-04-08
810;0-9;61;2021-04-08
813;0-9;74;2021-04-08
820;0-9;29;2021-04-08
840;0-9;54;2021-04-08
846;0-9;43;2021-04-08
849;0-9;68;2021-04-08
851;0-9;444;2021-04-08
860;0-9;91;2021-04-08
;10-19;73;2021-04-08
011;10-19;3;2021-04-08
019;10-19;17;2021-04-08
101;10-19;4895;2021-04-08
147;10-19;664;2021-04-08
151;10-19;514;2021-04-08
153;10-19;478;2021-04-08
155;10-19;112;2021-04-08
157;10-19;749;2021-04-08
159;10-19;709;2021-04-08
161;10-19;235;2021-04-08
163;10-19;419;2021-04-08
165;10-19;397;2021-04-08
167;10-19;656;2021-04-08
169;10-19;705;2021-04-08
173;10-19;442;2021-04-08
175;10-19;481;2021-04-08
183;10-19;473;2021-04-08
185;10-19;454;2021-04-08
187;10-19;243;2021-04-08
190;10-19;347;2021-04-08
201;10-19;159;2021-04-08
210;10-19;320;2021-04-08
217;10-19;537;2021-04-08
219;10-19;343;2021-04-08
223;10-19;192;2021-04-08
230;10-19;525;2021-04-08
240;10-19;355;2021-04-08
250;10-19;225;2021-04-08
253;10-19;489;2021-04-08
259;10-19;507;2021-04-08
260;10-19;141;2021-04-08
265;10-19;565;2021-04-08
269;10-19;298;2021-04-08
270;10-19;252;2021-04-08
306;10-19;153;2021-04-08
316;10-19;396;2021-04-08
320;10-19;177;2021-04-08
326;10-19;289;2021-04-08
329;10-19;214;2021-04-08
330;10-19;700;2021-04-08
336;10-19;116;2021-04-08
340;10-19;102;2021-04-08
350;10-19;184;2021-04-08
360;10-19;163;2021-04-08
370;10-19;460;2021-04-08
376;10-19;201;2021-04-08
390;10-19;223;2021-04-08
400;10-19;84;2021-04-08
410;10-19;154;2021-04-08
420;10-19;117;2021-04-08
430;10-19;169;2021-04-08
440;10-19;135;2021-04-08
450;10-19;144;2021-04-08
461;10-19;1386;2021-04-08
479;10-19;242;2021-04-08
480;10-19;138;2021-04-08
482;10-19;25;2021-04-08
492;10-19;5;2021-04-08
510;10-19;208;2021-04-08
530;10-19;104;2021-04-08
540;10-19;392;2021-04-08
550;10-19;186;2021-04-08
561;10-19;542;2021-04-08
563;10-19;7;2021-04-08
573;10-19;180;2021-04-08
575;10-19;147;2021-04-08
580;10-19;207;2021-04-08
607;10-19;223;2021-04-08
615;10-19;398;2021-04-08
621;10-19;506;2021-04-08
630;10-19;607;2021-04-08
657;10-19;312;2021-04-08
661;10-19;301;2021-04-08
665;10-19;53;2021-04-08
671;10-19;139;2021-04-08
706;10-19;111;2021-04-08
707;10-19;92;2021-04-08
710;10-19;230;2021-04-08
727;10-19;132;2021-04-08
730;10-19;511;2021-04-08
740;10-19;522;2021-04-08
741;10-19;7;2021-04-08
746;10-19;344;2021-04-08
751;10-19;2454;2021-04-08
756;10-19;179;2021-04-08
760;10-19;150;2021-04-08
766;10-19;227;2021-04-08
773;10-19;65;2021-04-08
779;10-19;137;2021-04-08
787;10-19;141;2021-04-08
791;10-19;371;2021-04-08
810;10-19;144;2021-04-08
813;10-19;219;2021-04-08
820;10-19;116;2021-04-08
825;10-19;1;2021-04-08
840;10-19;127;2021-04-08
846;10-19;146;2021-04-08
849;10-19;166;2021-04-08
851;10-19;1086;2021-04-08
860;10-19;208;2021-04-08
;20-29;393;2021-04-08
011;20-29;109;2021-04-08
019;20-29;10;2021-04-08
101;20-29;12717;2021-04-08
147;20-29;1618;2021-04-08
151;20-29;443;2021-04-08
153;20-29;475;2021-04-08
155;20-29;62;2021-04-08
157;20-29;443;2021-04-08
159;20-29;704;2021-04-08
161;20-29;259;2021-04-08
163;20-29;287;2021-04-08
165;20-29;338;2021-04-08
167;20-29;569;2021-04-08
169;20-29;655;2021-04-08
173;20-29;433;2021-04-08
175;20-29;467;2021-04-08
183;20-29;417;2021-04-08
185;20-29;318;2021-04-08
187;20-29;178;2021-04-08
190;20-29;216;2021-04-08
201;20-29;91;2021-04-08
210;20-29;244;2021-04-08
217;20-29;388;2021-04-08
219;20-29;326;2021-04-08
223;20-29;85;2021-04-08
230;20-29;268;2021-04-08
240;20-29;206;2021-04-08
250;20-29;214;2021-04-08
253;20-29;388;2021-04-08
259;20-29;434;2021-04-08
260;20-29;128;2021-04-08
265;20-29;652;2021-04-08
269;20-29;127;2021-04-08
270;20-29;139;2021-04-08
306;20-29;89;2021-04-08
316;20-29;331;2021-04-08
320;20-29;154;2021-04-08
326;20-29;154;2021-04-08
329;20-29;233;2021-04-08
330;20-29;531;2021-04-08
336;20-29;77;2021-04-08
